,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t23,13841.939389416435,1.167415913826135e-7,-6.530708382449799e-7,0.0,-0.0,-2.3538286655659955e-9,-3.504946973793762e-9,1161.3756689518068,-20.315057826001997,-14983.0,19093.500406916013,1.1670869131417232e-7,-6.991641390173553e-7,0.0,-0.0,-2.3559462927243125e-9,-3.5054319461015637e-9,2019.1717233241272,-86.67212965185148,-21026.0,7556.956966682272,1.2417447555067146e-7,-9.316302831753392e-7,0.0,-0.0,-2.358998626074202e-9,-3.5047054689224255e-9,2232.249304887326,-67.2062707561128,-9722.0,23691.35582474539,1.2478734074571e-7,-7.339363051608968e-7,0.0,-0.0,-2.358832513279176e-9,-3.5044029711177595e-9,-3080.547386753729,-68.80843737657797,-20542.0,17626.130144692346,1.216121581105841e-7,-8.572868316066469e-7,0.0,-0.0,-2.3564847197856635e-9,-3.504690512750233e-9,516.8803629911672,-10.010506941879665,-18133.0,15035.874072603356,1.2624559024230277e-7,-8.893958132128385e-7,0.0,-0.0,-2.361278121872785e-9,-3.5045595901762943e-9,-2849.1296734006987,-54.74439843350279,-12132.0
t24,11720.295508743771,1.2741228275960456e-7,-1.1767060623496716e-6,0.0,-0.0,-2.357630733413032e-9,-3.504918413258386e-9,2036.6795535697695,-34.97506125832785,-13722.0,17414.93099988573,1.311747609426709e-7,-1.226027688397579e-6,0.0,-0.0,-2.3595729932454272e-9,-3.505640694023336e-9,1962.1167698165987,-120.04776860162622,-19257.0,7223.326852389231,1.5285309581194373e-7,-7.571407537344562e-7,0.0,-0.0,-2.3607481412154047e-9,-3.504701256225656e-9,2064.767792545949,-100.09464432485373,-9188.0,23260.45838393024,1.400050762086988e-7,-1.2844949640123973e-6,0.0,-0.0,-2.362319052996327e-9,-3.504421816410454e-9,-3908.163944523525,-87.29443825628532,-19265.0,15473.99710384143,1.475478490922993e-7,-7.016884088167556e-7,0.0,-0.0,-2.3582939839822324e-9,-3.504684339495483e-9,1463.3437144896775,-28.34081777099377,-16909.0,15368.275982151954,1.5580965514187517e-7,-7.125950273952844e-7,0.0,-0.0,-2.36295581308522e-9,-3.5045646355305626e-9,-3618.7438858984688,-69.53209569070115,-11680.0
t25,8821.89927726836,1.3686288801374956e-7,-1.5239661582992277e-6,0.0,-0.0,-2.3593414306397913e-9,-3.5049146028594313e-9,4136.469661771068,-75.36893764639142,-12883.0,17086.72165840554,1.4145193507812973e-7,-1.5803241452400823e-6,0.0,-0.0,-2.3612742827372975e-9,-3.5054091490304983e-9,1146.3241859949544,-153.04584295575899,-18080.0,6859.072963740164,1.3001570800863263e-7,-0.00030291622923558144,0.0,-0.0,-2.3644447996464213e-9,-3.5047263712671943e-9,1976.2806451221234,-122.35330607001704,-8713.0,22788.89856319721,1.5075501439226527e-7,-1.6565276586691547e-6,0.0,-0.0,-2.3639003892386278e-9,-3.5044427588334936e-9,-4327.863663460237,-100.03489822524381,-18361.0,13951.291048233543,1.2581747778217919e-7,-4.60063305067528e-5,0.0,-0.0,-2.3621629070233736e-9,-3.5047326810874113e-9,1291.0253202012948,-58.316322548430875,-15184.0,15637.72840574147,1.3148556550752883e-7,-1.0740459319886102e-5,0.0,-0.0,-2.3666707755606315e-9,-3.504585391779615e-9,-4222.236149629204,-81.4922454972702,-11334.0
t26,8829.852838147508,1.9204861683208285e-7,-4.1916527030352505e-7,0.0,-0.0,-2.3576658997033343e-9,-3.5049119059415277e-9,3674.9999731770145,-61.852811091467316,-12443.0,16839.909767456,1.9554216337116828e-7,-4.483005778110064e-7,0.0,-0.0,-2.3597857725093803e-9,-3.5052976831615404e-9,783.5307114147249,-161.44047861210188,-17462.0,6649.947380432168,2.9333532299295886e-7,-2.9088514625106004e-7,0.0,-0.0,-2.3590704081118488e-9,-3.5047094250494396e-9,1992.258715895487,-129.20609632405527,-8513.0,22435.769524130283,2.0724611190113078e-7,-4.713972179619257e-7,0.0,-0.0,-2.362474870323447e-9,-3.5044467799083227e-9,-4514.09121423105,-106.67830962912707,-17815.0,12530.37338104911,2.830085005492635e-7,-2.749794709170504e-7,0.0,-0.0,-2.356553569271311e-9,-3.504722168645277e-9,2313.4312208685124,-44.80460191965926,-14799.0,15389.29831235813,1.6690695780817306e-7,-1.1741280921207273e-6,0.0,-0.0,-2.3652491765033317e-9,-3.504585646093624e-9,-4250.129407124688,-82.1689042202029,-11057.0
t27,8799.872001762755,2.2129871041400054e-7,-3.3894230548369725e-7,0.0,-0.0,-2.35767274439082e-9,-3.5048826736823844e-9,3353.5709347019038,-56.44293634106105,-12097.0,16489.930496432946,2.2888178560523287e-7,-3.506035584111125e-7,0.0,-0.0,-2.3596749836438032e-9,-3.5052393949101703e-9,631.5252705062048,-145.4557668115473,-16976.0,6609.475567308972,3.009829016656473e-7,-2.8248018590564705e-7,0.0,-0.0,-2.358936234379977e-9,-3.50470623341416e-9,1936.7148023841469,-128.19036970555663,-8418.0,22038.803543933063,2.420744755059877e-7,-3.6920789441093353e-7,0.0,-0.0,-2.362368061785748e-9,-3.5044481385063606e-9,-4378.025748041941,-100.77779575803345,-17560.0,12425.748616846924,2.907767535872399e-7,-2.668020037125469e-7,0.0,-0.0,-2.3564097016656572e-9,-3.504724203540117e-9,2248.8043457659865,-43.55296263086722,-14631.0,14767.462047147232,3.07604476820138e-7,-2.7642591989009156e-7,0.0,-0.0,-2.361220334804339e-9,-3.5045687065835574e-9,-3792.589605316301,-72.87244185609069,-10902.0
t28,9999.525874691899,2.60149022739341e-7,-2.837819353286462e-7,0.0,-0.0,-2.357647888213533e-9,-3.5048796156895924e-9,1999.1207206182737,-33.64659528057694,-11965.0,15735.202036579229,2.690066861495722e-7,-2.9356647866914114e-7,0.0,-0.0,-2.3596796392779523e-9,-3.5050670360947544e-9,1158.6118152155527,-117.81385176431077,-16776.0,6795.709841469104,3.95975177796447e-7,-2.3042776706840917e-7,0.0,-0.0,-2.357747810196778e-9,-3.504710990264795e-9,1889.737825165542,-125.44766679412065,-8560.0,22005.750872326953,2.841780710959159e-7,-3.094979791817584e-7,0.0,-0.0,-2.3623465895924193e-9,-3.5044490612938174e-9,-4129.876297654237,-97.87457464141771,-17778.0,12564.45422796842,3.835264784309351e-7,-2.1818250126924375e-7,0.0,-0.0,-2.3551665153505378e-9,-3.504733494233736e-9,2336.755650713624,-49.209878841364244,-14852.0,14359.880183927571,4.0476709330268016e-7,-2.270607699207326e-7,0.0,-0.0,-2.3600779330401076e-9,-3.5045651091937627e-9,-3254.349714058756,-62.53047004050759,-11043.0
t29,10923.327524471642,1.6320545515268217e-6,-1.455711319956856e-7,0.0,-0.0,-2.3539011098031592e-9,-3.5048573773663985e-9,1164.2679147039817,-19.595440656133388,-12068.0,17481.97883092212,1.6767053853590415e-6,-1.5071825251645926e-7,0.0,-0.0,-2.3560884374831143e-9,-3.5049245466406414e-9,-844.3616027747571,-167.61722966741522,-16470.0,6727.047914032557,0.0002556044422331928,-1.450068231451436e-7,0.0,-0.0,-2.3539772283416617e-9,-3.504707553608651e-9,2437.850009755756,-93.89817924166952,-9071.0,22017.321632847674,1.7552163685583919e-6,-1.6028723976249284e-7,0.0,-0.0,-2.358901735430567e-9,-3.5044280980413276e-9,-3458.444451569048,-82.87718286760354,-18476.0,12451.493232557776,3.7504924980585614e-5,-1.3630635983632657e-7,0.0,-0.0,-2.351232816305929e-9,-3.5047316339997423e-9,3412.444663534548,-106.93793345504315,-15757.0,14186.861377538184,8.423247751060643e-6,-1.4135948224915002e-7,0.0,-0.0,-2.3564672014279546e-9,-3.504546846760435e-9,-2711.756533650481,-52.104852163586976,-11423.0
t30,10846.193962446861,1.0069073778566697e-6,-1.481641897693289e-7,0.0,-0.0,-2.356478891161429e-9,-3.5048306523461985e-9,1721.4686489106869,-100.662612210293,-12467.0,15373.991854996255,1.0211094033911805e-6,-1.5471878287951092e-7,0.0,-0.0,-2.358589074353547e-9,-3.5048826763966275e-9,1161.3888276709795,-331.38068352766646,-16204.0,6759.7809022381325,1.5483884924631913e-6,-1.454239684494649e-7,0.0,-0.0,-2.3560722362979475e-9,-3.5047054180724126e-9,2960.826756426216,-77.6076600612031,-9643.0,27189.34675126785,1.0679376889005856e-6,-1.6449507015023578e-7,0.0,-0.0,-2.3612680297233823e-9,-3.504406962964521e-9,-8271.952963686284,-190.39378847903967,-18727.0,12289.670030108375,2.1146694934242107e-6,-1.3797735462456483e-7,0.0,-0.0,-2.353414461306409e-9,-3.504740120176353e-9,4980.313253481483,-151.9832855604982,-17118.0,14252.08059912374,1.99468999030298e-6,-1.4801211089557706e-7,0.0,-0.0,-2.3584810473691705e-9,-3.504532439441559e-9,-2552.0445228030803,-49.03607816131884,-11651.0
t31,9516.073041075131,3.98665947424746e-7,-1.7764719735310498e-7,0.0,-0.0,-2.3624658246086645e-9,-3.5048409835592377e-9,3213.00405662633,-54.07709791649806,-12675.0,18023.364654086377,3.8958662140894937e-7,-1.948264759396867e-7,0.0,-0.0,-2.3643520768344387e-9,-3.5049738844012544e-9,-1558.05862395277,-230.3060303224292,-16235.0,10522.689700639223,3.8344288769652826e-7,-1.8305227083995285e-7,0.0,-0.0,-2.3625365886641834e-9,-3.504638118003397e-9,-251.73462599540676,-90.95507483811429,-10180.0,24047.106955751908,4.0985680171985284e-7,-2.0648229520240535e-7,0.0,-0.0,-2.3667720870175545e-9,-3.504386427024158e-9,-4766.023130824954,-112.08382512437127,-19169.0,14052.232548934815,3.779720852767179e-7,-1.7432478976590267e-7,0.0,-0.0,-2.3601392495789153e-9,-3.5047066499877657e-9,4648.170215789727,-130.40276492216034,-18570.0,13021.055308983483,3.478326293062173e-7,-2.1711752191597238e-7,0.0,-0.0,-2.364668342419786e-9,-3.5045490196286737e-9,-1285.357891642926,-24.697417465257992,-11711.0
t32,12085.231218248055,3.294774804717693e-7,-1.76941497290889e-7,0.0,-0.0,-2.3692353342256655e-9,-3.504901115811693e-9,-264.10540400200716,-6.125814392599363,-11815.0,10044.387128459213,4.0021597705640777e-7,-1.709847816235104e-7,0.0,-0.0,-2.3694491126289503e-9,-3.504957150372609e-9,6452.744152459422,-144.13128114189837,-16353.000000000002,13823.406536757286,3.4102791793948516e-7,-1.752667996444413e-7,0.0,-0.0,-2.3689071460820493e-9,-3.504685221190097e-9,-3021.972857669935,-58.43367924701429,-10743.0,27450.98333193325,4.208230651228043e-7,-1.8142356432591385e-7,0.0,-0.0,-2.371600081742061e-9,-3.5044068509856404e-9,-7116.744163470901,-160.23916869578383,-20174.0,17220.023416087864,3.3004489021210934e-7,-1.671291502119264e-7,0.0,-0.0,-2.3667855032591645e-9,-3.5047624063125512e-9,2674.7905323699806,-52.81394861474165,-19842.0,10754.565691216441,5.78760481195581e-7,-1.5148598323319087e-7,0.0,-0.0,-2.366868524479998e-9,-3.5045604943304155e-9,1275.2877403134423,-27.85343195114176,-12002.0
t33,12185.979291052505,1.289999218405789e-7,-130.34407296761023,0.0,-0.0,-2.3849299204062594e-9,-3.5049888464225877e-9,-237.13497166552872,-5.500246542362416,-11813.0,10526.78728466388,1.3173192088107206e-7,-77.89214917744536,0.0,-0.0,-2.3851433273194406e-9,-3.505032065939579e-9,6393.922274759972,-142.8174103721607,-16700.0,15630.798128903545,1.3165440578146067e-7,-9.061184767126807e-6,0.0,-0.0,-2.3847074427554237e-9,-3.504754159111433e-9,-4232.4580268476375,-85.34009312026662,-11313.0,28833.376722379267,1.4029182313187725e-7,-61.46369637146597,0.0,-0.0,-2.386545046586258e-9,-3.5044657353189035e-9,-7134.689198992918,-161.2238271491953,-21476.0,19080.88810079878,1.2715907018600438e-7,-4.9786686571555335e-6,0.0,-0.0,-2.3832571465475216e-9,-3.5048103564239654e-9,1823.332294266636,-36.22039020786288,-20868.0,9132.401682009164,1.3146279004221863e-7,-3.564017191526854e-6,0.0,-0.0,-2.383328307221851e-9,-3.5046272616820738e-9,3387.027628479475,-68.42930705052161,-12451.0
t34,13591.357654221192,2.3742503494235565e-8,-718.2501497451791,0.0,-0.0,-2.4169129417687164e-9,-3.5051474349473767e-9,-61.81194527056701,-2.2955591556520587,-12809.0,11351.172429127048,2.3908860163686405e-8,-429.2182007977155,0.0,-0.0,-2.416873463049762e-9,-3.505176259951921e-9,7277.48158881829,-164.43581709801617,-18035.0,16396.918125814,2.5958582598119524e-8,-0.00033259255737019204,0.0,-0.0,-2.4169359512986914e-9,-3.5049029409154574e-9,-4425.999177939146,-103.91861523460148,-11867.0,31802.9233283459,2.735730347992386e-8,-338.690582641447,0.0,-0.0,-2.4168578629926318e-9,-3.504580143991324e-9,-8325.930683220346,-190.3020624379899,-22948.0,20981.645201596486,2.5311358541886667e-8,-6.054225770163635e-5,0.0,-0.0,-2.416800388315878e-9,-3.5049431892927015e-9,722.2602178930863,-14.90535889904095,-21689.0,8352.847780866558,1.6446427342248497e-7,-1.511594569213782e-5,0.0,-0.0,-2.385437697614511e-9,-3.504628216076929e-9,4813.999999718682,-95.8477656277244,-13071.0
t35,13817.230990690337,2.793889005767282e-7,-1.0907364049090643e-6,0.0,-0.0,-2.382071591470905e-9,-3.504999409532275e-9,918.6753946845993,-16.906384557627245,-14719.0,12091.688888533165,2.65168351747305e-7,-1.5891250031700587e-6,0.0,-0.0,-2.3832416994494226e-9,-3.505091073123382e-9,7745.2153775640045,-200.90426476727734,-19636.0,17574.198907794744,2.3561677375535485e-7,-5.183781040322814e-5,0.0,-0.0,-2.3850751693423525e-9,-3.5047415524056498e-9,-5153.509201353797,-99.6896548326665,-12321.0,33577.665491308726,2.800652823630291e-7,-1.6594907581845565e-6,0.0,-0.0,-2.384746638881165e-9,-3.5044141794536665e-9,-9121.644012286191,-205.02147763716073,-24251.0,21470.700231127503,2.3091737469702557e-7,-6.598982156500888e-6,0.0,-0.0,-2.3836425861295334e-9,-3.504796935371716e-9,797.2625331358638,-19.96275788927172,-22248.0,8853.847857034516,2.3485554972950774e-7,-2.050945664320625e-6,0.0,-0.0,-2.3830877914905995e-9,-3.5046126987896656e-9,4813.9999082555205,-95.84776346791622,-13572.0
t36,14667.62389322008,7.781825676277539e-7,-2.402179567471257e-7,0.0,-0.0,-2.369534587125702e-9,-3.5049966553046898e-9,1447.8734476327381,-33.497341384913376,-16082.0,12398.875574048916,6.527802296912793e-7,-2.6444516537908007e-7,0.0,-0.0,-2.3711428371885128e-9,-3.505122000175686e-9,8726.378500270195,-196.25407470154036,-20929.0,18663.549565442696,1.2842367352827604e-6,-2.427436222222112e-7,0.0,-0.0,-2.3736641440746376e-9,-3.5046807498492436e-9,-5788.490908911587,-112.05865756653536,-12763.0,34524.21676516771,6.850039259255954e-7,-2.7937295605355225e-7,0.0,-0.0,-2.373213706143577e-9,-3.5043516125558923e-9,-8760.537612823371,-195.67915274404209,-25568.0,22162.3028575257,1.346784885940939e-6,-2.2775922409871442e-7,0.0,-0.0,-2.371750644523761e-9,-3.5047294980165975e-9,690.9937048395977,-69.29656347831394,-22784.0,10487.998913257105,6.054721352438855e-7,-2.6161284367963347e-7,0.0,-0.0,-2.3718198671880866e-9,-3.5045560735577148e-9,3683.782868992428,-70.78178258737294,-14101.0
t37,16591.562025721498,6.308128050561941e-7,-2.434891555240951e-7,0.0,-0.0,-2.3678919608147347e-9,-3.5050816593160813e-9,765.3211858629807,-17.883211965895086,-17339.0,15000.942741119059,4.889606598820549e-7,-2.8132353082756466e-7,0.0,-0.0,-2.3693526700022036e-9,-3.5051761925213105e-9,8059.5292583710825,-181.47199969189063,-22879.0,18923.590407693264,1.7552452638495776e-6,-2.2241888544303352e-7,0.0,-0.0,-2.372181853587392e-9,-3.5046663516830707e-9,-5649.00534296317,-111.58506625688128,-13163.0,34954.8511903627,5.134503333556214e-7,-2.970106753791428e-7,0.0,-0.0,-2.371511755275829e-9,-3.5043294562257015e-9,-7793.766260401766,-174.08493017143496,-26987.0,22414.247941124948,2.2904551672407865e-6,-2.0572847857603793e-7,0.0,-0.0,-2.3702103445580192e-9,-3.504705917595592e-9,854.6208702031602,-44.86881340685929,-23224.0,10910.009375283636,4.44340817257876e-7,-2.8464441678546717e-7,0.0,-0.0,-2.370276213823744e-9,-3.504545996105394e-9,3763.300288927712,-72.30966436502817,-14601.0
t38,17050.29913321934,4.0720487947748365e-7,-2.970359318579299e-7,0.0,-0.0,-2.367865923177786e-9,-3.505099881844601e-9,1422.834832506135,-33.13396582974242,-18440.0,18459.539550198493,3.0822063263080037e-7,-3.9351754843003295e-7,0.0,-0.0,-2.3693112924181336e-9,-3.5052737876985366e-9,6505.739097370005,-146.2786474773302,-24819.0,19398.895876552662,1.1005045063222583e-6,-2.3759575161198427e-7,0.0,-0.0,-2.372160219440071e-9,-3.5046577479884513e-9,-5805.099004818887,-113.79687259064741,-13480.0,34812.27994749897,3.2486272155319905e-7,-4.1433619966930767e-7,0.0,-0.0,-2.3714840422068752e-9,-3.5043187203616267e-9,-6456.812511597178,-144.4674358064005,-28211.0,23522.633588584464,1.456830276025999e-6,-2.1503406512167953e-7,0.0,-0.0,-2.3701942839691766e-9,-3.5046956102529822e-9,55.74825512417214,-57.38184494447006,-23521.0,10513.245719404415,3.695432963569479e-7,-3.0872551321080767e-7,0.0,-0.0,-2.369218966582086e-9,-3.5045423791328288e-9,4277.589331415754,-82.83505087498146,-14708.0
t39,16312.901995359332,2.025000004776137e-7,-9.805309413624777e-7,0.0,-0.0,-2.370309561959576e-9,-3.5051612175166797e-9,3377.571264852708,-78.47325942811365,-19612.0,20982.34056417954,2.228388730538214e-7,-6.662530974335083e-7,0.0,-0.0,-2.3692802737958968e-9,-3.5052966485876545e-9,6189.554989197913,-145.89555292820086,-27026.0,19888.447656595567,3.6870298010320257e-7,-4.0880259421115874e-7,0.0,-0.0,-2.3743992441190086e-9,-3.5046620307044625e-9,-6112.099256458065,-133.34840009136812,-13643.0,34525.85146775449,2.3576800708925998e-7,-6.99608901039561e-7,0.0,-0.0,-2.3714602528367142e-9,-3.504308169440037e-9,-5076.038395634686,-130.81307165005433,-29319.0,26817.87934972001,4.056980933107051e-7,-3.4452352329706815e-7,0.0,-0.0,-2.3725371440766735e-9,-3.5047010663843e-9,-3126.9401581746815,-78.93919160053058,-23612.0,10411.293949213332,2.7052136015689753e-7,-4.164338576817323e-7,0.0,-0.0,-2.3691816782827064e-9,-3.5045349752138837e-9,4747.951556216812,-94.24550527822375,-15065.0
t40,18364.145030652373,2.83524507409616e-7,-3.7845202162547007e-7,0.0,-0.0,-2.366101284127462e-9,-3.505227697716147e-9,2188.3844328294726,-57.52946338103653,-20495.0,21330.27588423149,3.2013890585649246e-7,-3.1466055621347395e-7,0.0,-0.0,-2.3642062995435126e-9,-3.505197927766275e-9,7633.138249071838,-217.4141333029818,-28746.0,20257.650381321095,0.00027096278594467997,-1.9166003105569868e-7,0.0,-0.0,-2.37004178890427e-9,-3.5046459434604166e-9,-6349.5982863782,-142.05236570799082,-13766.0,32605.303232968537,3.373062268512821e-7,-3.3185987402145484e-7,0.0,-0.0,-2.366620712007716e-9,-3.504289278245451e-9,-2509.672437922141,-92.6307950459268,-30003.0,28999.563167069893,4.631419505782994e-5,-1.7982584865233275e-7,0.0,-0.0,-2.3685509461177613e-9,-3.5046831895283212e-9,-5112.251954908238,-156.31125829009127,-23731.0,11224.739880968704,3.146287439348606e-7,-3.23271998160015e-7,0.0,-0.0,-2.3667478891746663e-9,-3.504525575838941e-9,4149.999997307268,-79.7398782613276,-15295.0
t41,18492.10169665718,1.9597635485170552e-7,-7.533001384467679e-7,0.0,-0.0,-2.3660991189058846e-9,-3.5052127443863952e-9,2724.2742039168375,-105.3759000108128,-21111.0,20216.650025303257,1.9846665545191902e-7,-6.349418004728976e-7,0.0,-0.0,-2.364188583014143e-9,-3.505131011147266e-9,9674.4888013301,-258.13882619110734,-29633.0,19697.7047532897,1.212283806110167e-7,-0.0003243157793724714,0.0,-0.0,-2.3807370108616467e-9,-3.5047033882112435e-9,-5849.983786050893,-153.72064303821438,-13694.0,33753.43540901502,2.1028789220653275e-7,-6.670190895009075e-7,0.0,-0.0,-2.366602388496537e-9,-3.504294904835458e-9,-3625.7630067861533,-119.67240176623773,-30008.0,30995.739768233547,9.179713730079952e-8,-6.001178451065595e-5,0.0,-0.0,-2.3820854336202024e-9,-3.5047537234534083e-9,-7073.016212072783,-199.72349623500037,-23723.0,11199.739878861721,2.35887021623981e-7,-4.554887705531322e-7,0.0,-0.0,-2.3667400671199967e-9,-3.504529649942969e-9,4149.999999662891,-79.73987829900979,-15270.0
t42,17389.4380771009,2.1924234715204362e-7,-3.8388118041603327e-7,0.0,-0.0,-2.358144197634406e-9,-3.505082577809134e-9,3705.4243817152715,-88.86245864565566,-21006.0,19542.335959262447,2.1406653961172622e-7,-3.651629279425596e-7,0.0,-0.0,-2.3559087128333213e-9,-3.5050764051927873e-9,10212.21572072732,-275.5516798328523,-29479.0,17294.735664378444,2.6746167449102354e-7,-4.60535161791305e-7,0.0,-0.0,-2.368765354030783e-9,-3.5046455977723953e-9,-3714.040562152119,-129.69510202720883,-13451.0,33661.346689689984,2.2637892843469696e-7,-3.8537523767647154e-7,0.0,-0.0,-2.3587304670416957e-9,-3.5042595670216965e-9,-4480.640105440315,-169.70658408477354,-29011.0,31227.304540044806,2.469180607272878e-7,-5.685360527982191e-7,0.0,-0.0,-2.3706008164863973e-9,-3.504709845668636e-9,-7514.039669852681,-208.2648698645533,-23505.0,13264.2006167194,1.8044277910780232e-7,-9.151211230981013e-7,0.0,-0.0,-2.366721546072966e-9,-3.504529179554017e-9,1791.0802350025244,-63.28085098123647,-14992.0
t43,19090.771085750952,1.942063590341428e-7,-2.835101470022281e-7,0.0,-0.0,-2.344157203249243e-9,-3.504965413294585e-9,1420.5474443957287,-127.31853005152315,-20384.0,21485.70631247111,1.9011640881984153e-7,-2.748830812610091e-7,0.0,-0.0,-2.3413788445676176e-9,-3.504992021935226e-9,7317.610282997055,-198.31659537758077,-28605.0,13474.620157630823,2.2329575556384347e-7,-3.2653199858720855e-7,0.0,-0.0,-2.3538686479196927e-9,-3.5046142577850886e-9,-123.5039357450837,-107.11622177647035,-13244.0,27934.173159805225,2.0276241976614523e-7,-2.949627109164876e-7,0.0,-0.0,-2.344903331777173e-9,-3.504261537498918e-9,698.8422684951988,-54.01542820237859,-28579.0,32033.539121119047,2.278457923537272e-7,-3.4127872965581123e-7,0.0,-0.0,-2.356331060120242e-9,-3.504668920198698e-9,-8716.976771019119,-231.5623499805223,-23085.0,15511.923779847033,2.0481494154732693e-7,-3.1308772123912926e-7,0.0,-0.0,-2.351200213399455e-9,-3.5044827723240396e-9,-596.5192891237799,-17.404490608989214,-14898.0
t44,16358.86940196336,718.2501498108672,-8.463646488930989e-9,0.0,-0.0,-2.2198324463363167e-9,-3.504608319962961e-9,2863.2958306532464,-93.41538241329141,-19847.0,21209.158362302256,429.2182008650583,-8.066119752451977e-9,0.0,-0.0,-2.2117826551908197e-9,-3.5046950134943426e-9,6392.890751596383,-179.26731474996387,-27852.0,11144.901499720638,0.00033265883322889983,-1.1021052170989366e-8,0.0,-0.0,-2.2218556049562266e-9,-3.5041928750947765e-9,1797.7649376059937,-34.666769968587964,-12908.0,30082.453584943323,338.6905827083949,-1.147438173674033e-8,0.0,-0.0,-2.2222991915265845e-9,-3.5038404117248247e-9,-2860.256248377558,-63.887919256975444,-27497.0,30371.89216417662,6.0600495494563635e-5,-1.2055382116985382e-8,0.0,-0.0,-2.230405081795846e-9,-3.5042267087247907e-9,-7206.115593852851,-201.77663090641076,-22964.0,15896.55543950401,1.7257114708647828e-5,-1.2648188406216698e-8,0.0,-0.0,-2.230399554211994e-9,-3.5040458240972056e-9,-987.5796776252145,-18.975779117401608,-14890.0
